date,rating,description,hotel_name,city,country,language
2022-06-14,10,Surprised to say the least! I came here to celebrate my birthday and this hotel went above and beyond. Let me start by saying; I had a surprised birthday cake waiting for me in my room when I came back from my excursion. Almost all of the staff wore mask even in the heat; outside and on the beach. The ribeye was good at restaurant - Urbano and the outside pool bar. The drinks was well made and can we talk about how great the sauna; steam room and massage by Lenny was. Everything was amazing including the nurse who completed my covid test on-site. This hotel has 2 large pools; 5 mini pool pods as I call them; 4-5 places to eat from; spa and etc. Bell man was great with identifying your transportation when they picked you up. My bill was correct with charges to my room; my bed was comfy and rooms very spacious. The hotel is gorgeous at night. Lifeguards for the beach area. Staff remember my name throughout my day!!! This hotel is less than 30 minutes from the airport and 15 minute walk from Coco Bongo party district. Pharmacy and mini store is less than 5 minutes walk across the hotel. You would have to leave the hotel if you choose to stay here and relax. Playa de Carmen was about an hour ride.,InterContinental Presidente,Cancun,Mexico,en
2022-06-13,10,Séjour parfait comme à chaque fois,Fairmont Monte Carlo,Monaco,France,fr
2022-06-13,10,This hotel is amazing ; room cleaned very well; everybody friendly the service very good; food very tasty and safe; the beach is wonderful,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-13,8,the property was nice; service really good but the food and the time of the food isn't good.,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-13,10,Food was great along with very welcoming people.,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-13,10,la habitación muy confortable y grande,Grand Fiesta Americana,Cancun,Mexico,es
2022-06-13,10,When we checked into the resort; the view from the room was of a wall considering we reserved a terrace view. We were able to upgrade to a suite with a ocean/resort view which was perfect!,InterContinental Presidente,Cancun,Mexico,en
2022-06-13,10,En lo general fue todo muy bien. Cumplió con nuestras expectativas . Habitación amplia y cómoda. Albercas muy bien; y la comida de muy buena calidad. Quizá lo único que para nosotros nos faltó fue que en el desayuno ; tengan la opción a la carta.,InterContinental Presidente,Cancun,Mexico,es
2022-06-13,10,Everything was great! Amazing time looking forward to another stay hopefully soon!,InterContinental Presidente,Cancun,Mexico,en
2022-06-12,10,Excelente todo,Fairmont Monte Carlo,Monaco,France,es
2022-06-12,10,Everything at this hotel was excellent. Friendly staff willing to help; quiet rooms; location is right on the water. I would highly recommend and would stay here again; if I come back to Nice!,Hyatt Regency Palais,Nice,France,en
2022-06-12,10,Amazing resort with lots of options. They will help you set up anything you like!! Fantastic place to stay.,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-12,10,Outstanding service,InterContinental Presidente,Cancun,Mexico,en
2022-06-12,10,Excelente servicio,InterContinental Presidente,Cancun,Mexico,es
2022-06-12,8,Very clean! Kid friendly! And staff were very kind!,InterContinental Presidente,Cancun,Mexico,en
2022-06-12,10,The Hotel it was nice; the staff it was incredible; I don’t have no complaints at all; I will give them a five star .,InterContinental Presidente,Cancun,Mexico,en
2022-06-11,8,Everything was good    from.reception to resturant to room service     the service is excellent    location is best,Warwick Geneva,Geneva,Switzerland,en
2022-06-11,10,The Staff was wonderful.  They helped us late at night to find a medical examiner to give us the required Covid-19 test. Without this; we would probably not been able to return to the United States on schedule.,InterContinental Presidente,Cancun,Mexico,en
2022-06-11,10,The Staff was wonderful.  They helped us late at night to find a medical examiner to give us the required Covid-19 test. Without this; we would probably not been able to return to the United States on schedule.,InterContinental Presidente,Cancun,Mexico,en
2022-06-10,10,Beautiful resort; awesome experience! Highly recommend.,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-10,8,The hotel and employees are great. Except when ordering room service it was a bit too long of a wait typical 45 to 50 minutes to get our food. Also comparing our stay at Fiesta Americana in Puerto Vallarta the buffet food choices where alot better for breakfast and lunch.,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-10,8,The property was very clean and well kept.,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-10,10,Ubicación; limpieza;atención;comida...todo perfecto.,InterContinental Presidente,Cancun,Mexico,es
2022-06-10,10,Ubicación; limpieza;atención;comida...todo perfecto.,InterContinental Presidente,Cancun,Mexico,es
2022-06-09,6,being all inclusive the hotel its busier and noisier and has less available staff to help and the food was not ok in many areas of the hotel,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-09,10,Very cool and helpful stuff. Great place to stay. I love it.,InterContinental Presidente,Cancun,Mexico,en
2022-06-09,10,Very cool and helpful stuff. Great place to stay. I love it.,InterContinental Presidente,Cancun,Mexico,en
2022-06-08,10,The only downside for this trip was the state election on June 4 and 5 and the limited delivery of alcoholic beverages.  We were notified on the day of this inconvenience.  Perhaps; it should be noted during reservations.,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-08,10,Beautiful resort. Staff at all levels outstanding; friendly; always looked professional and took pride in their work.,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-08,10,Amazing hotel and staff. We had such a great vacation!,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-07,10,So beautiful; friendly & the food was incredible!,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-07,8,Great resort with incredibly friendly staff who really went above and beyond to help make our honeymoon special! As a hotel that somewhat recently went all-inclusive; there are still a few things they are figuring out -- but overall truly a great resort!,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-07,10,La playa; ojalá se pudiera retirar más el zargazo,InterContinental Presidente,Cancun,Mexico,es
2022-06-07,10,Es increíble,InterContinental Presidente,Cancun,Mexico,es
2022-06-07,10,La playa; ojalá se pudiera retirar más el zargazo,InterContinental Presidente,Cancun,Mexico,es
2022-06-07,10,Es increíble,InterContinental Presidente,Cancun,Mexico,es
2022-06-06,4,The property is so outdated for the price you pay and star rating. Our hallway smelt like a toilet flooded it. The smell was literally repulsive. Shower extremely small and bathroom/room over all very outdated.,Hyatt Regency Palais,Nice,France,en
2022-06-06,10,We have not had a vacation in 3 years and decided to try Cancun as part of our wedding anniversary. Everything about this resort was top notch and just wonderful.  The service was great; the staff was fantastic; the food was excellent.  Our room was amazing.  The kids' club was great and very spacious so we were able to have meals as a couple.  We would go back here in a heartbeat.  Very; very pleased.,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-06,10,Lovely place; very relaxful,InterContinental Presidente,Cancun,Mexico,en
2022-06-06,10,Lovely place; very relaxful,InterContinental Presidente,Cancun,Mexico,en
2022-06-05,2,The doormen are pompus,barriere-le-majestic,Cannes,France,en
2022-06-05,8,We had a wonderful week… Unfortunately it rained and we couldn’t use most of the amenities that we made the most of her trip it was very relaxing meals were incredible staff did an amazing job and we made the most of our week with and without sunshine… We’d be back to experience it when the weather is better!,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-05,8,Took family and kids really enjoyed pool and beach. The hotel staff was great and restaurants overall good food. The facilities itself are ok condition; but very dated from the lobby to restaurants to rooms. The pool could also use some updated tile work.,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-04,10,Our experience was wonderful! The hotel has all the luxurious amenities. We stayed for 7 nights which felt like it’s quite long since at 5th night; we have sampled all the restaurants except for NakAzz. Our reservation was cancelled because of the weather. The food tends to be bland but the service is top-notch! The room is spacious but what we didn’t like is the bathroom’s layout. The door stopper placement is odd making the door unable to open all the way. I hit my right knee a couple of times. Yet over-all; I will say that the hotel’s location; service; and amenities make our stay a wonderful experience!,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-04,6,Buffet options was limited,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-03,10,Perfect for kids.,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-03,10,I liked the cleanliness of the room; supply and goods were great. Also the amenities and services were excellent; you feel confort everywhere you walk at the resort.,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-03,6,I did not notice any VIP benefits. Additionally the activities at night could be improved by alternating with Latin music.,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-02,10,This is a very beautiful resort in the heart of downtown Cancun. You can walk to everything. The rooms are large and very clean. The staff is very friendly and helpful. I highly recommend this resort.,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-01,10,룸 컨디션부터 친절한 스탭들까지 너무 완벽했다!,Hyatt Regency Palais,Nice,France,ko
2022-06-01,10,This hotel is in the center of everything. So convenient to get foods and accessories. Short walking discount to all attractions. People are very friendly and helpful.,Warwick Geneva,Geneva,Switzerland,en
2022-06-01,2,This place was a total dump. I checked in and checked right out. It is not a 5 star ; its more like an old dirty 2 star. The toilet seat was dirty as was the bathroom; the mirrors are completely rusted and I was scared to even sit on the bed. If you are looking for a nice place to stay; do not stay here.,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-01,10,The staff was friendly and amenities were excellent.,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-01,10,Needs new shower head and new iron board,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-01,10,Everything was amazing!,Grand Fiesta Americana,Cancun,Mexico,en
2022-06-01,10,Nice property. The bar was good. food ok,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-31,10,CLEAN AND GOOD FOOD,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-30,10,Ocean views,Hyatt Regency Palais,Nice,France,en
2022-05-30,8,Overall we had a great time; loved Irlando as a bartender. The majority of the staff was amazing. There were a few that weren’t the friendliest.,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-30,10,The hotel was amazing.  The pool was the best part; my girlfriend loved it. The beach was ok and the food was good. The game room needs an upgrade.,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-30,10,Excellent,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-29,10,The hotel overall is great; staff is always willing to help; nice and amicable; food  is great and very clean hotel.,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-29,8,Pretty good.,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-28,8,Everybody was nice and helpful.  Food was great and plentiful (The Joya; Vina del Mar; Tuscana). Only issue is that they assigned us room 1066; when we arrive a couple was inside of the room (enjoying themselves) LOL.  So we were assigned a side Suite # 1054 with a Full L Balcony ; Jacuzzi Tub (couldn't use it because the water tab was broken; it was fixed ;later); Massive Bathroom; Dinning Area; Sitting Area; Massive Stand Up Shower.  Incredible View!!  Children are Welcome!,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-26,4,The area was nice but the staff was incredibly rude.,Fairmont Monte Carlo,Monaco,France,en
2022-05-25,10,The view was amazing. The Staff were very nice and friendly. Hotel was very clean.just the only thing I didn’t like was food except that everything was excellent. I recommend it.,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-25,10,I love this place; and it has excellent dining locations and a beach and pool.,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-24,10,Location; location; location!,Fairmont Monte Carlo,Monaco,France,en
2022-05-24,10,We had the absolute best time and didn’t want to leave! The staff felt like family and everything was beyond perfect. We can’t wait to go back!,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-24,10,This was by far the best resort Ive stayedz; staff; property everything was great; zero complaints.,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-24,2,I never stayed there I was scammed will be making a police report,InterContinental Presidente,Cancun,Mexico,en
2022-05-24,2,I never stayed there I was scammed will be making a police report,InterContinental Presidente,Cancun,Mexico,en
2022-05-23,10,The stay was amazing and I would definitely stay again. Everything was very pleasantly clean as well! Only a few stains on the carpet; but the bathroom; beds; and chairs - even outdoors - were immaculate. We especially loved the service level of the staff. They were so friendly and helpful and attentive. Will definitely stay again.,Hyatt Regency Palais,Nice,France,en
2022-05-23,10,Clean room very friendly staff; but noisy hallway,Warwick Geneva,Geneva,Switzerland,en
2022-05-23,10,We stayed 6 nights at this hotel. we celebrate our wedding anniversary and Maribel upgrade our room to ocean front view. Thank you…The food; the pool; the ocean; every person that works there made the effort to make our stay like home. Definitely recommend this hotel.  See you again soon.,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-23,10,Amazing,InterContinental Presidente,Cancun,Mexico,en
2022-05-23,10,Amazing,InterContinental Presidente,Cancun,Mexico,en
2022-05-22,10,Excelente place; food localización; the staff os very kind and friendly. Breakfast ia very good. I recommend,Warwick Geneva,Geneva,Switzerland,en
2022-05-22,10,Grand Fiesta Americana was a dream! My wife and I loved everything about this resort! The drinks; the service; food; cleanliness… EVERYTHING! I will definitely be coming back!,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-22,10,Was surprised about the resort being so beautiful in and out great place to take your family; highly recommend hard-working staff is cleaning around the clock and super friendly!,InterContinental Presidente,Cancun,Mexico,en
2022-05-22,10,Todo me encantó; la comida ;la atención;la alberca. La playa es maravillosa ; sin duda alguna regresamos 👍,InterContinental Presidente,Cancun,Mexico,es
2022-05-22,10,Was surprised about the resort being so beautiful in and out great place to take your family; highly recommend hard-working staff is cleaning around the clock and super friendly!,InterContinental Presidente,Cancun,Mexico,en
2022-05-22,10,Todo me encantó; la comida ;la atención;la alberca. La playa es maravillosa ; sin duda alguna regresamos 👍,InterContinental Presidente,Cancun,Mexico,es
2022-05-21,6,The room had a very strong; lingering odor. When I arrived home I had to wash everything; even the clean clothes; and air out my suitcase and bag. The hotel rooms need work/updating. The staff was great as always!,InterContinental Presidente,Cancun,Mexico,en
2022-05-21,6,The room had a very strong; lingering odor. When I arrived home I had to wash everything; even the clean clothes; and air out my suitcase and bag. The hotel rooms need work/updating. The staff was great as always!,InterContinental Presidente,Cancun,Mexico,en
2022-05-20,10,I traveled solo and asked for a king size bed with a terrace. The room was spacious and clean. The resort grounds are very beautiful and well-maintained. While there was a slight delay at check-in I was able to get some work done in the business center while I waited. Servers at the free breakfast each morning are attentive and efficient. There’s an omelette station lots of fruit in each morning is a different Mexican dish. The chicken with moly sauce was excellent! The property is at the end of the entertainment strip leading to a quiet exclusive beachfront property. Security patrol all night keeping us safe. The property is also right across the street from a 24 hour gas station that has a subway and there’s some restaurants at all on that block they have a variety of food from Mexican to Italian is pizza right there. So if you are like me looking for a resort that has free breakfast and then other dining options and drink options it’s all right there for you. The exit Covid testing is only $20 cash or charge. The results returned within 30 minutes and you can get a print out if you requested. Plus they’ll send you emails with your documentation as well. The refrigerator in the room has enough space for you to fit a 2 L bottle in it standing up. So there’s plenty of space there for you to have your other food if you need it. I would definitely stay here again the price was reasonable. And the accommodations were comfortable clean and beautiful. The staff was very friendly.,InterContinental Presidente,Cancun,Mexico,en
2022-05-20,10,Great location and a beautiful beach with white sand.  This is an older property although well maintained ;and is located near some eateries that are very reasonable; and in walking distance to the night life and shopping.  You can catch the R2 near hotel for $1 each way to the Mercado 28 for best deals on souvenirs and Walmart.  I have enjoyed my 2 stays here; however it is not an all inclusive; so no free meals;and drinks of which can become expensive; and going out daily is inconvenient as well.  I would definitely recommend  but we will staying at a nicer all inclusive when we visit again.,InterContinental Presidente,Cancun,Mexico,en
2022-05-20,10,I traveled solo and asked for a king size bed with a terrace. The room was spacious and clean. The resort grounds are very beautiful and well-maintained. While there was a slight delay at check-in I was able to get some work done in the business center while I waited. Servers at the free breakfast each morning are attentive and efficient. There’s an omelette station lots of fruit in each morning is a different Mexican dish. The chicken with moly sauce was excellent! The property is at the end of the entertainment strip leading to a quiet exclusive beachfront property. Security patrol all night keeping us safe. The property is also right across the street from a 24 hour gas station that has a subway and there’s some restaurants at all on that block they have a variety of food from Mexican to Italian is pizza right there. So if you are like me looking for a resort that has free breakfast and then other dining options and drink options it’s all right there for you. The exit Covid testing is only $20 cash or charge. The results returned within 30 minutes and you can get a print out if you requested. Plus they’ll send you emails with your documentation as well. The refrigerator in the room has enough space for you to fit a 2 L bottle in it standing up. So there’s plenty of space there for you to have your other food if you need it. I would definitely stay here again the price was reasonable. And the accommodations were comfortable clean and beautiful. The staff was very friendly.,InterContinental Presidente,Cancun,Mexico,en
2022-05-20,10,Great location and a beautiful beach with white sand.  This is an older property although well maintained ;and is located near some eateries that are very reasonable; and in walking distance to the night life and shopping.  You can catch the R2 near hotel for $1 each way to the Mercado 28 for best deals on souvenirs and Walmart.  I have enjoyed my 2 stays here; however it is not an all inclusive; so no free meals;and drinks of which can become expensive; and going out daily is inconvenient as well.  I would definitely recommend  but we will staying at a nicer all inclusive when we visit again.,InterContinental Presidente,Cancun,Mexico,en
2022-05-19,2,No bueno,InterContinental Presidente,Cancun,Mexico,es
2022-05-19,4,I did not like the fact that I wasn't accommodated to a beach view room s I had payed for . I liked house keeping they were the only amazing people,InterContinental Presidente,Cancun,Mexico,en
2022-05-19,2,No bueno,InterContinental Presidente,Cancun,Mexico,es
2022-05-19,4,I did not like the fact that I wasn't accommodated to a beach view room s I had payed for . I liked house keeping they were the only amazing people,InterContinental Presidente,Cancun,Mexico,en
2022-05-17,10,El hotel muy limpio; habitaciones amplias; el personal amabilísimo,InterContinental Presidente,Cancun,Mexico,es
2022-05-16,10,Our check in was delayed by an hour and a half due to the room not being ready. We were called to come back when it was ready; when we were walked to our room there was still a cleaner inside; so they gave us a voucher for a complimentary drink which was nice. Other than the late checkin this hotel was beautiful; and very friendly staff.,barriere-le-majestic,Cannes,France,en
2022-05-16,4,Obligée de justifier ma réservation à l arrivée qui n était pas à mon nom.Pas très discret pour le coup..La porte de notre chambre était étroite on aurait dit l entrée d un placard on ne rentre dans la chambre que de biais!Jamais vu cela de ma vie !Prise de courant dénudée..j ai pris le jus en branchant mon téléphone.La taille de la chambre et la salle de bain ne correspondait pas à ce qui m a fait payer 160euros!j aurai été mieux a l ibis finalement et j aurai payé moins cher!Enfin au petit déjeuné 29CH par personne c est vraiment exagéré.Bref je ne reviendrai pas c est certain.,Warwick Geneva,Geneva,Switzerland,fr
2022-05-16,10,Lovely hotel; friendly staff and great location; very walkable.,Warwick Geneva,Geneva,Switzerland,en
2022-05-16,10,Best value for money in Geneva. Excellent location for a reasonable price. Great breakfast. I would book again.,Warwick Geneva,Geneva,Switzerland,en
2022-05-16,10,Good!,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-16,6,The hotel and the amenities were great. However there was a horrible musty smell in the room that lingered in my cloth even after I left.,InterContinental Presidente,Cancun,Mexico,en
2022-05-15,6,2nd floor had doors cracked and you can see right through the cracks into the room. Food was very pricey and small amounts. Had good security who watch you at the beach and in the front of the hotel.  Beach was clean and beautiful.,InterContinental Presidente,Cancun,Mexico,en
2022-05-14,10,This is a great property in a perfect location near old nice.  The concierge were so helpful with our dinner plans and rental cal assistance.  Every one was very nice!,Hyatt Regency Palais,Nice,France,en
2022-05-14,6,Toilets didn’t flush; a/c didn’t work. Didn’t decorate for bday as asked for. Food sucked. Walked in and harassed to purchase time share; blow dryer didn’t work; knock on ur door at 8 am unless u put private sign; costruction by the pool during peak pool hours; the food really sucked just want to mention that again. Location is great; room service was speedy; beach and pool side service sucked too!,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-14,8,The hotel is well run and the common areas are delightful. The big problem with the hotel is the terrible and overwhelming smell of mold in the hallways and rooms. If you have a sensitivity to mold you must avoid this hotel bc it will make you sick. It is too bad that the management is as shortsighted as to keep the mold this intensely unpleasant. I only stayed one night in transit; but I would have to book something else if I was here for a week. The rooms are okay but not fancy.,InterContinental Presidente,Cancun,Mexico,en
2022-05-13,10,Very clean close to everything!,Hyatt Regency Palais,Nice,France,en
2022-05-13,10,Beautiful property staff is really nice and will try to accommodate you any way they can. Every night they offer a different show which is nice and gives you something to look forward to.,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-13,10,We like the excellent customer service of the staff; the cleanliness; the food; and the overall amenities.,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-13,10,Perfect place to stay,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-13,10,Wonderful stay! Property is about a 10-15 min walk from the busy hotel zone which is a big party at nighttime. We like being away from the hustle and bustle. The beach area is amazing with plenty of chairs and umbrellas for shade. We were always able to get a place to sit on the beach. Pool areas are well kept. You can also take a local bus to the center of the city if you want to explore. Overall; great location if you want to be within walking distance to everything but far away enough that you can enjoy peace and quiet.,InterContinental Presidente,Cancun,Mexico,en
2022-05-13,10,Great price; beautiful property; friendly staff.,InterContinental Presidente,Cancun,Mexico,en
2022-05-12,10,We stayed one night prior to embarking on a cruise.  The hotel is right next to the pier where the ship docked and was a very easy transport to the ship at boarding time.  Highly recommend this hotel when in Monte Carlo.,Fairmont Monte Carlo,Monaco,France,en
2022-05-12,10,I loved everything it was perfect they were perfect it was amazing,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-12,8,The property is exceptional absolutely beautiful and the staff are outstanding. All very pleasant and professional. GEM Spa is worth a visit - on par with Four Seasons easily. Now for the not so good review. For the $$ I spent at this resort I wasn't blown away by the food. This is not a review on the servers because they were amazing and all deserve recognition for how good they are. Vina Del Mar for breakfast and a dinner buffet (AWESOME). Isla Contoy - the view is great; staff is great that's about it.  Tuscany for Italian - great. La Joya -  just blah. Le Basilic - AMAZING worth every penny extra to go. Nah K'aax worth it for the beach vibe for sure. Food was fine.  Drinks are plentiful anywhere you go. WINE? 2 choices of red and both are bad - I would have gladly paid extra for a better glass. So that's the bad part of my review but other than that this is a stunning resort and worth a visit.,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-11,10,My family had excellent vacation while staying at Grand Fiesta Americana. Hotel prpoerty is clean; good service and nice variety of foods.  I wish to come back again and again‼‼,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-10,10,I booked this hotel just for a night to try it and i planned to go to another hotel next day. After staying at this hotel i regret to do the check out and go to the next one. This hotel is great; comfy rooms; the staff is always try to please your needs; heated pools with shadows; fresh orange juice; the night entertainment at the lobby with live music; nice beach… i will return for sure and for more days!!!,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-10,8,The room are very clean. The only thing I wouldn’t come back for all inclusive is the foods they don’t have a lot of choices and it’s ok not that great. But the beach view is very nice tho,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-10,10,Awesome,InterContinental Presidente,Cancun,Mexico,en
2022-05-09,10,The best Resort in Cancun! Hands down!! Will definitely come back again soon!,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-08,10,We had a great birthday getaway with the family at grandfiesta. The customer service was the best experienced and the staff are ever willing to help. Carlos at the pool always was available to take our orders and the servers at the Restaurants are amazing. The night entertainment was also worth it. We thoroughly enjoyed our stay and can't speak enough on how fantastic this hotel is.I will only ask that they look into the policy of parents not getting visibility to the kids club. I didn't feel comfortable dropping my kids without getting a tour of the place or seeing the activities my kids will partake in. Parents need to be able to tour the facility to be comfortable in dropping off their kids.,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-08,2,Hotel employees are not well trained. They are not professional at all. Room floor is very slippery.,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-07,8,Great service and best location,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-07,10,The hotel was beautiful and our room was very clean.,InterContinental Presidente,Cancun,Mexico,en
2022-05-06,10,Food was excellent,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-06,10,The property was beautiful and well maintained.,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-06,10,This property was beautiful and clean. The best beach in Cancun and the staff is fantastic.,InterContinental Presidente,Cancun,Mexico,en
2022-05-05,10,Excellent,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-05,6,Need more entertainment and variety of food.,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-05,2,Mask police everywhere. Resort needs a lot of updating. Food was not good,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-04,10,Beautiful property and the staff were always cleaning.,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-04,10,The food was amazing and the staff was very accommodating. Perfect for relaxing and enough options that will keep you entertained.,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-04,8,Beach is tremendous; very nice for swim and activities. Most of the staffs are well trained and very helpful and friendly. Ocean front room is huge we love it a lot! Seafood has less selection than we expected. French courses; Mexican food and pasta are great. Endless drinks and sunshine at the pools and beach!,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-04,10,Excellent All Inclusive Hotel.,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-04,10,It’s like arriving into a dream; it almost looks like a fake reality; perfect beach; water; palm trees. The service in unbelievable .,InterContinental Presidente,Cancun,Mexico,en
2022-05-03,10,Hotel fantástico. Quarto; arrumação; lazer; amenidades; comidas; etc. Tudo incrível!,barriere-le-majestic,Cannes,France,pt
2022-05-03,10,Fantastisk opphold! Service var topp fra alle.,barriere-le-majestic,Cannes,France,no
2022-05-03,10,Es un poco más antiguo de lo que parece en las fotos pero está bien cuidado.,Grand Fiesta Americana,Cancun,Mexico,es
2022-05-02,10,Location was the best.  Staff was very helpful in planning daily activities.,Fairmont Monte Carlo,Monaco,France,en
2022-05-02,10,A lovely spot to enjoy looking over the beach while having a drink or a meal.  All while right beside the indoor/outdoor pool.,Hyatt Regency Palais,Nice,France,en
2022-05-02,10,Friendly staff and perfect location !,Warwick Geneva,Geneva,Switzerland,en
2022-05-02,10,Amazing !,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-02,4,La verdad fue muy caro para lo que nos ofrecen; hotel viejo; cero atracciones; la comida bastante regular al igual que las bebidas,Grand Fiesta Americana,Cancun,Mexico,es
2022-05-01,10,We had a very pleasant stay at the Hyatt and plan to re-book upon our return to Nice. There qwas apparently a large convention group that was checking out the day we arrived so was had to wait until 3p to check in...not an issue and the hotel personnel were accommodating with our baggage and called my cell when the room was ready.,Hyatt Regency Palais,Nice,France,en
2022-05-01,10,Could not be much closer to the train station so if you have luggage you'll have a very short distance to go. Within walking distance of the lake/downtown and the free transportation card they give you can get you to any of the highlights in town. Very friendly and helpful staff; we were first time visitors and they helped point us in the right direction for everything and answered the various questions we had =] The room was also surprisingly large eventhough we didnt book any kind of upgraded room or anything so that was a nice surprise; and the USB plug was definitely helpful!,Warwick Geneva,Geneva,Switzerland,en
2022-05-01,10,Staff was incredible!,Grand Fiesta Americana,Cancun,Mexico,en
2022-05-01,10,The hotel and beach was beautiful; the restaurants were so nice; and the staff was amazing. Really can't think of anything negative to say. Portions were small for sit down meals but there was endless food options so I was always full. Food was great. Can't say enough about how great and polite the staff was. Would definitely recommend. We had an amazing vacation!,Grand Fiesta Americana,Cancun,Mexico,en
2022-04-30,10,My husband and I stayed for 5 nights.. this was our first time ever in Mexico! We couldn’t be happier with where we chose to stay. The resort was very well kept; clean and the staff were truly ALL so amazing! They upgraded us from 3rd floor at arrival to the 8th floor. We chose to wait another hour until the 8th floor room was ready and I’m so glad we did. The view was beautiful! The food was great; no complaints.. we tried all the restaurants and they were all such a great experience. We will for sure be back!,Grand Fiesta Americana,Cancun,Mexico,en
2022-04-30,8,I love the hotel and friendly people.,Grand Fiesta Americana,Cancun,Mexico,en
2022-04-30,10,The hotel is sitting on the most beautiful beach; the ocean here is like a swimming pool.,InterContinental Presidente,Cancun,Mexico,en
2022-04-30,10,Wunderschöner feiner Sandstrand. Frühstück am Meer ist perfekt! Kein Zimmer direkt zur Strasse nehmen; ist recht laut.,InterContinental Presidente,Cancun,Mexico,de
2022-04-29,10,Everything is nice except the dinner buffet was so disappointing and we have no other choice because other restaurants need a reservation but it’s hard to make the time that you want.,Grand Fiesta Americana,Cancun,Mexico,en
2022-04-29,10,Great place,Grand Fiesta Americana,Cancun,Mexico,en
2022-04-29,10,Nice clean and good food,Grand Fiesta Americana,Cancun,Mexico,en
2022-04-29,8,Great,Grand Fiesta Americana,Cancun,Mexico,en
2022-04-28,10,Great sized rooms; noise isolated windows work really well for street-facing rooms; super central location and worth the value. The hotel is a bit old with the carpets and all but it was good value for money.,Warwick Geneva,Geneva,Switzerland,en
2022-04-28,8,The staff were all very friendly and made great efforts to see that you enjoyed your stay.  The resort was clean and the views are incredible.  The food; some buffet and some restaurants; was mediocre.  The only thing disappointing the entire stay was the meals.,Grand Fiesta Americana,Cancun,Mexico,en
2022-04-28,10,Our outstanding waiter Ricardo from Vina Del Mar!,Grand Fiesta Americana,Cancun,Mexico,en
